treasure itemtypes "Common","Uncommon","Rare","Epic","Legendary","Divine","Unique"
object category "I_XEL_WPN_HeavyCrossbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Longbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Club",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_GOB_Club_BrandingTool_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Torch_Blue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Torch_Purple",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Torch_Green",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_HUM_Torch_Lantern_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Torch",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Wood_Woad_Club",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_WhippingCane",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_HUM_Club_Broken_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Salami",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Leech",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_NarrativeLoot_SilverDagger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Dagger_Rusty",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_TOOL_Hospital_Surgery_Scalpel_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Syringe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Dagger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_MeatCleaver",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Handaxe_Rusty",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Handaxe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Javelin",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_LightHammer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Goblin_Mace",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Mace_Deva",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Mace",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Mace_Rusty",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Sickle_Rusty",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Goblin_Quarterstaff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Quaterstaff_Dryad",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Quarterstaff_Druid",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Quarterstaff",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_HUM_Magicstaff_D_0",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_HUM_Staff_Selune_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Goblin_Spear",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Pitchfork",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Spear_Rusty",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Sahuagin_Spear_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Spear",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Ogre_Greatclub",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Greatclub",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_LightCrossbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Goblin_Shortbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Shortbow_Makeshift",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Shortbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_ChainMail_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Plate_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_RingMail_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Splint_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Breastplate_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_ChainShirt_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_ChainShirt_Body_Shar",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_ChainShirt_Justiciar",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_ScaleMail_Body_Destroyed",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_HalfPlate_Body_Githyanki",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_HalfPlate_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_HalfPlate_FlamingFist",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_HalfPlate_FlamingFist_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Hide_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_ScaleMail_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_ScaleMail_FlamingFist",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_ScaleMail_Body_Paladin_Devotion",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_ScaleMail_Body_Paladin_Ancients",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_ScaleMail_Body_Paladin_Vengeance",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Padded_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Padded_Broken",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Leather_Body_Druid",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_Leather_Halsin",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_StuddedLeather_Drow_Faded",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Leather_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Leather_Rogue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_Leather_Jaheira",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Leather_Body_Minsc",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Leather_FlamingFist",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Padded_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_Astarion_StarterArmor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Padded_BGWatch",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Robe_Selunite",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Bard",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_StuddedLeather_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Barbarian",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_Karlach_StarterArmor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Cloth",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Monk",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Robe_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Robe_B_2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Robe_D",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Robe_E",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Robe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_GaleRobe",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Robe_FlamingFist",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Robe_CultOfAbsolute",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Robe_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Robe_Body_Sorcerer",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Robe_Body_Sorcerer_DraconicAncestry",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Robe_Body_Sorcerer_StormSorcery",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Helmet_Metal_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Helmet_Metal_D",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Shar_Crown_A_Broken",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Helmet_Metal_E",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Helmet_Metal_FlamingFist_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Helmet_Metal_FlamingFist_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Helmet_Metal_FlamingFist_C",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Helmet_Metal_J",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Helmet_Metal",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Shar_Crown_B_Broken",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Helmet_Metal_F_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_HAG_SwampedHero_OldFancyHelmet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Helmet_Metal_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Shar_Crown_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Helmet_Metal_G",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Helmet_BG_Watch_Metal_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Helmet_BG_Watch_Metal_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Helmet_Metal_C",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Helmet_Leather_E",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_UND_DrowDisguiseCowl",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Helmet_Leather",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Helmet_Leather_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Helmet_Leather_F",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Helmet_Leather_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Helmet_Leather_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Hat_Wizard_D",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Hat_Wizard_C",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Jester_Hat",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_ShadowheartCirclet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_MerregonMask",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Hat_Wizard_F",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Hat_Wizard_E",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Hat",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Hat_Circushat",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Hat_MuffinHat_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Hat_Wizard_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Hat_MuffinHat_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Hat_Wizard_H",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ACT1_HAG_HagMask",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Hat_Wizard_G",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Hat_Wizard_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Gloves_Metal",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_GOB_DrowCommander_Gloves_Leather",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Gloves_Leather_Druid_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Gloves_Cloth_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Gloves_Hide",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Bracers_Barbarian",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Gloves_Leather",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_Jaheira_Gloves",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_Karlach_Gloves",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Gloves_Leather_F",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Gloves_Leather_G",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Gloves_Leather_D",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Gloves_Leather_I",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Boots_Metal_Githyanki",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Boots_Metal_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Boots_Metal_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Boots_Metal_C",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Boots_Metal_D",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Boots_Metal_E",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Boots_Metal_F",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Boots_Leather_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Shoes_D",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Boots_Leather_Drow_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Boots_Leather_D",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Boots_Leather_Druid",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Shoes_A",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Boots_Leather_F",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Shoes_E",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_Jaheira_Boots",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_Karlach_Shoes",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Shoes_Barbarian",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Boots_Leather",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Shoes_Monk",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Boots_Leather_C",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Shoes_H",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Shoes",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Boots_Leather_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Boots_Hide",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Shoes_C",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Boots_Leather_E",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Shoes_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Shoes_F",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Cloak",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Cloak_Long_C_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Shield_Broken",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Kuotoa_Shield_A_0",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Drow_Shield_A_0",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Shield_FlamingFist",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Wood_Woad_Shield",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Shield_Rusty",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_GOB_Shield_D_0_NOT_APPROVED",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_GOB_Shield_A_0_NOT_APPROVED",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_GOB_Shield_E_0_NOT_APPROVED",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Shield_D",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_HUM_Shield_E_2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_GOB_Shield_C_0_NOT_APPROVED",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_HUM_Shield_A_0",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_Toy_Shield",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_HUM_Shield_C_0",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_HUM_Shield_B_0",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_WPN_Duergar_Shield_B_0",1,0,0,0,0,0,0,0
new treasuretable "XEL_FoodContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "20,1"
StartLevel "1"
object category "I_CONS_DRINK_Rum",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_GEN_Alcohol_Bottle_Cheap_B",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_Drink_Wine_D",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_GEN_Alcohol_Bottle_Cheap_C",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_Drink_Wine_E_Wicker",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_DRINK_Beer",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_DRINK_Wine_Bottle",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_Drink_Wine_Bottle_A",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_Drink_Wine_G",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_DRINK_Wine_Bottle_Wicker",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_GEN_Alcohol_Bottle_Cheap_D",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_Drink_Wine_Pitcher_D",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_GEN_Alcohol_Bottle_Cheap_A",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_UNI_UND_NarrativeLoot_BlingdenstoneWine",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_Drink_Wine_H",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_GEN_Alcohol_Bottle_Normal_B",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_Drink_Wine_B_Wicker",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_GEN_Alcohol_Bottle_Normal_F",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_GEN_Alcohol_Bottle_Normal_E",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_GEN_Alcohol_Bottle_Normal_C",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_GEN_Alcohol_Bottle_Normal_A",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_Drink_Wine_D_Wicker",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_Drink_Wine_F",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_Drink_Wine_B",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_GEN_Alcohol_Bottle_Normal_D",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_Drink_Wine_C_Wicker",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_DRINK_Wine_Rare_MermaidWhiskey",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_DRINK_Wine_Rare_MarsemberIce",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_GEN_Alcohol_Bottle_Rich_A",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_Drink_Wine_C",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_Drink_Wine_F_Wicker",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_Drink_Wine_E",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_DRINK_Wine_Rare_BaalorAle",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_Drink_Valuable_Arabellan_Dry",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_FOOD_Fruit_Melon",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_Food_Potato_Scones",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_OBJ_FOOD_PorkPiece",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_Food_Neogi_Rolls",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_Food_Neogi_Claws",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_OBJ_FOOD_Ham",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_Food_Giant_Hamster",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_Food_Grilled_Cormorant",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_FOOD_FungusSalad",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_FOOD_Fish_Big",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_FOOD_Vegetable_Pumpkin",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_Food_Beholder_Eyes",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_Food_Black_Pudding",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_DLC_DD_Paella",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_FOOD_Seafood",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_FOOD_Turkey",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_FOOD_RoastedPig",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_FOOD_Pizza",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_FOOD_Dinner",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_FOOD_Paella",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_Food_Bubble_Squeak",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_FOOD_Pie_Salmon",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_Food_Roast_Beef",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_FOOD_Poutine",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_CONS_FOOD_PezhKuresh",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_Food_Haggis",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_OBJ_Camp_Pack",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_OBJ_Camp_Pack_Greater",1,0,0,0,0,0,0,0
new treasuretable "XEL_EditAbilityScoreContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_CONS_Item_Increase_Strength",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CONS_Item_Increase_Dexterity",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CONS_Item_Increase_Constitution",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CONS_Item_Increase_Intelligence",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CONS_Item_Increase_Wisdom",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CONS_Item_Increase_Charisma",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CONS_Item_Reset_Strength",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CONS_Item_Reset_Dexterity",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CONS_Item_Reset_Constitution",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CONS_Item_Reset_Intelligence",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CONS_Item_Reset_Wisdom",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CONS_Item_Reset_Charisma",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CONS_Item_Decrease_Strength",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CONS_Item_Decrease_Dexterity",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CONS_Item_Decrease_Constitution",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CONS_Item_Decrease_Intelligence",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CONS_Item_Decrease_Wisdom",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CONS_Item_Decrease_Charisma",1,0,0,0,0,0,0,0
